year,selling_price,km_driven,fuel,seller_type,transmission,owner,price_category
0.9497306794086035,-0.24333286089677536,-0.9301552800983399,4,1,1,0,Medium
0.7145010269889546,0.6010782732305484,-0.1944483123751071,1,1,1,0,High
0.24404172214965691,-0.07837812771841443,0.21229253978045162,1,1,1,2,Medium
0.7145010269889546,0.424341059110876,0.22595566918102594,4,1,0,0,High
0.24404172214965691,0.15923523793136737,0.4361576599590925,1,1,1,2,High
-1.402565844787885,-0.694994630313716,0.4361576599590925,4,1,1,2,Low
0.24404172214965691,0.051229162636012,1.066763632293292,1,1,1,2,High
0.008812069730008075,-0.6066260232538797,-0.1944483123751071,1,1,1,2,Low
-2.1082548020468317,-0.7440883009025139,-0.40465030315317363,4,1,1,0,Low
1.1849603318282522,0.14941650381360777,-1.035256275487373,4,1,1,0,High
-1.402565844787885,-0.7342695667847543,0.8565616415152255,1,1,1,1,Low
-0.22641758268964077,-0.7342695667847543,-0.40465030315317363,4,1,1,2,Low
-0.22641758268964077,0.051229162636012,0.646359650737159,1,1,1,0,High
0.7145010269889546,0.6403532097015867,0.015753678402959433,1,1,1,2,High
0.7145010269889546,0.7189030826436633,0.015753678402959433,1,1,1,2,High
0.7145010269889546,0.031591694400492844,-0.40465030315317363,4,1,1,0,High
-0.6968768875289385,-0.6851758961959564,0.2469758682588326,1,1,1,2,Low
-0.22641758268964077,-0.14514551971917958,1.066763632293292,1,1,1,4,Medium
0.4792713745693058,1.03310257441197,-1.3799875403634023,1,0,1,0,High
0.4792713745693058,0.11014156734256947,-1.1556599758050496,4,0,1,0,High
0.9497306794086035,0.7189030826436633,-0.42119319982740744,1,0,1,0,High
0.4792713745693058,-0.47898444346982877,-0.6148522939312401,4,1,1,0,Low
-0.22641758268964077,-0.6753571620781967,0.22595566918102594,4,1,1,0,Low
0.4792713745693058,-0.5378948844295627,0.015753678402959433,4,1,1,0,Low
-0.4616472351092896,-0.694994630313716,0.015753678402959433,1,1,1,0,Low
-2.3434844544664806,-0.7833632373735522,-0.25750890960852707,4,1,1,0,Low
0.7145010269889546,-0.4397075432519669,1.066763632293292,1,1,1,0,Low
-1.8730251496271828,-0.7342695667847543,-0.8250542847093066,4,1,1,0,Low
0.008812069730008075,-0.3807951385454094,-1.3875548120314127,4,1,1,2,Medium
0.4792713745693058,0.12977903557808862,-1.350559261654473,4,1,1,0,High
1.1849603318282522,0.44397852734639515,-1.2454582662654397,4,1,1,0,High
0.4792713745693058,0.1003228332248099,0.646359650737159,1,1,1,0,High
0.7145010269889546,-0.0862331150126221,0.22595566918102594,1,1,1,0,Medium
-2.5787141068861295,-0.8030007056090713,0.015753678402959433,4,1,1,0,Low
1.1849603318282522,0.6403532097015867,-0.7199532893202734,1,1,1,0,High
-1.402565844787885,-0.7833632373735522,0.9406424378264522,4,1,1,2,Low
-1.1673361923682362,-0.5182574161940435,-0.32536211223168693,4,1,1,0,Low
-0.22641758268964077,-0.5477136185473223,1.487167613849425,1,1,1,2,Low
0.4792713745693058,-0.14514551971917958,1.066763632293292,1,1,1,0,Medium
-0.22641758268964077,-0.5968072891361201,-0.1944483123751071,4,1,1,0,Low
0.7145010269889546,-0.4888012138407648,-0.9301552800983399,4,1,1,0,Low
0.24404172214965691,-0.5182574161940435,0.4361576599590925,3,1,1,0,Low
1.65541963666755,-0.4593450114874861,1.066763632293292,4,1,1,0,Low
-0.4616472351092896,-0.7362333136083061,0.646359650737159,4,1,1,4,Low
0.24404172214965691,0.2868787814622419,-0.6989330902424667,4,1,1,0,High
0.008812069730008075,0.051229162636012,-0.8250542847093066,1,1,1,0,High
0.008812069730008075,-0.4200700750164478,0.015753678402959433,4,1,1,2,Medium
0.9497306794086035,0.14941650381360777,-0.1944483123751071,4,1,1,0,High
-0.4616472351092896,-0.6360822256071584,1.8129806995554283,1,1,1,0,Low
-0.4616472351092896,-0.24333286089677536,-0.40465030315317363,4,1,0,2,Medium
0.7145010269889546,-0.3022452656033328,-0.6148522939312401,4,1,1,0,Medium
0.4792713745693058,-0.14514551971917958,0.646359650737159,1,1,1,4,Medium
-0.22641758268964077,-0.5869885550183606,0.22595566918102594,4,1,1,4,Low
-0.4616472351092896,-0.694994630313716,0.4361576599590925,4,1,1,2,Low
0.008812069730008075,-0.3022452656033328,0.4361576599590925,1,1,1,2,Medium
-1.637795497207534,-0.7931819714913118,0.8565616415152255,4,1,1,4,Low
1.420189984247901,0.6599906779371059,-1.1403572708764065,4,1,1,0,High
-1.402565844787885,-0.7440883009025139,0.646359650737159,4,1,1,2,Low
1.65541963666755,-0.3768676448983056,-0.6148522939312401,0,1,1,0,Medium
-2.1082548020468317,-0.7735445032557926,-0.1944483123751071,4,1,1,2,Low
0.008812069730008075,-0.7892544778442079,-0.9301552800983399,4,1,1,0,Low
0.7145010269889546,0.24760384499120355,-0.9301552800983399,4,1,1,0,High
0.4792713745693058,0.3261537179332802,-0.9721956782539533,4,1,1,0,High
1.1849603318282522,-0.18442045619021788,-0.9899577464746998,4,1,1,0,Medium
1.1849603318282522,0.34579118616879934,0.015753678402959433,4,1,1,0,High
-0.9321065399485873,-0.6360822256071584,-0.1944483123751071,4,1,1,2,Low
-0.9321065399485873,-0.3807951385454094,0.8565616415152255,4,1,1,2,Medium
1.1849603318282522,-0.0862331150126221,-0.8250542847093066,4,1,1,0,Medium
1.420189984247901,0.6403532097015867,-1.1403572708764065,1,1,1,0,High
-2.3434844544664806,-0.7833632373735522,0.646359650737159,1,1,1,2,Low
0.7145010269889546,0.34579118616879934,0.015753678402959433,1,1,0,0,High
0.9497306794086035,-0.16478298795469873,-0.9511754791761465,4,1,1,0,Medium
-1.8730251496271828,-0.7342695667847543,1.066763632293292,4,1,1,2,Low
-1.402565844787885,-0.5869885550183606,0.19190294667497917,4,1,1,0,Low
-0.22641758268964077,-0.07641634464168606,0.8565616415152255,1,1,1,2,Medium
-0.6968768875289385,-0.5968072891361201,0.4361576599590925,1,1,1,4,Low
-0.4616472351092896,-0.5575323526650818,0.4361576599590925,1,1,1,4,Low
-0.9321065399485873,-0.4397075432519669,1.6973696046274915,1,1,1,4,Low
-1.637795497207534,-0.6557196938426776,0.015753678402959433,4,1,1,4,Low
0.9497306794086035,0.24760384499120355,0.23356498124719197,1,1,1,0,High
-0.22641758268964077,-0.3807951385454094,0.8565616415152255,4,1,1,4,Medium
-0.22641758268964077,-0.6360822256071584,-0.1944483123751071,1,1,1,0,Low
0.4792713745693058,0.34579118616879934,-0.40465030315317363,1,1,0,0,High
0.24404172214965691,-0.5182574161940435,-0.6148522939312401,4,1,1,2,Low
0.008812069730008075,-0.09605184913038167,-1.035256275487373,1,0,1,0,Medium
0.24404172214965691,-0.4102513408986882,-0.29954930776414035,4,0,1,0,Medium
1.1849603318282522,0.8170904238212591,-1.431781310891118,4,0,1,0,High
0.008812069730008075,-0.2138766585434966,-0.29954930776414035,4,0,1,0,Medium
0.24404172214965691,-0.24333286089677536,-0.5517916966978201,4,0,1,0,Medium
0.7145010269889546,0.4145223249931164,-0.1944483123751071,1,1,1,0,High
1.1849603318282522,0.9152777649988549,-1.3999567294873185,1,0,1,0,High
0.9497306794086035,1.03310257441197,-0.6148522939312401,1,1,1,0,High
1.420189984247901,1.3276645979447572,-1.1403572708764065,4,0,1,0,High
0.7145010269889546,-0.04695817854158378,0.9818840684171087,1,1,1,2,Medium
0.4792713745693058,0.2279663767556844,-0.08934731698607383,1,0,1,0,High
0.9497306794086035,0.6403532097015867,-0.6148522939312401,1,1,1,0,High
-0.22641758268964077,-0.1746017220724583,-0.2364887105307204,1,0,1,0,Medium
-0.22641758268964077,-0.46916374560524565,-0.320569506841947,4,0,1,0,Low
0.9497306794086035,0.3261537179332802,-0.2785291086863337,1,0,1,0,High
-1.637795497207534,-0.8285294143152462,1.066763632293292,4,1,1,4,Low
-0.9321065399485873,-0.7735445032557926,0.4361576599590925,3,1,1,2,Low
-0.22641758268964077,-0.6557196938426776,0.015753678402959433,4,1,1,2,Low
-1.1673361923682362,-0.694994630313716,0.4361576599590925,4,1,1,2,Low
-0.22641758268964077,-0.577169820900601,1.066763632293292,1,1,1,0,Low
0.9497306794086035,0.44397852734639515,-1.2454582662654397,4,1,1,0,High
-0.22641758268964077,-0.37097640442764984,0.22595566918102594,1,1,1,2,Medium
0.4792713745693058,-0.16478298795469873,0.4361576599590925,4,1,1,0,Medium
-1.1673361923682362,-0.6851758961959564,0.22595566918102594,4,1,1,0,Low
-1.1673361923682362,-0.4888012138407648,-0.1944483123751071,4,1,1,2,Low
-0.4616472351092896,-0.5869885550183606,1.4661474147716185,4,1,1,2,Low
-0.4616472351092896,1.1803835861783636,1.907571595405558,1,1,1,2,High
0.24404172214965691,-0.3415202020743711,1.6973696046274915,1,1,1,0,Medium
-0.6968768875289385,0.44397852734639515,1.970632192638978,1,1,1,1,High
-0.9321065399485873,-0.7539070350202735,1.066763632293292,1,0,1,0,Low
-0.4616472351092896,-0.694994630313716,1.066763632293292,1,1,1,2,Low
-0.22641758268964077,-0.4986199479585244,0.646359650737159,1,1,1,2,Low
0.4792713745693058,-0.3415202020743711,1.487167613849425,1,0,1,0,Medium
-0.6968768875289385,-0.577169820900601,0.3730970627256725,1,0,1,2,Low
0.008812069730008075,-0.5968072891361201,0.015753678402959433,4,1,1,0,Low
0.4792713745693058,-0.3415202020743711,-0.40465030315317363,4,1,1,2,Medium
0.24404172214965691,1.1312899155895657,0.015753678402959433,1,1,1,0,High
1.1849603318282522,-0.017501976188305048,-0.9301552800983399,1,1,1,0,Medium
-0.4616472351092896,-0.6753571620781967,0.22595566918102594,1,1,1,2,Low
1.1849603318282522,-0.07641634464168606,-1.2454582662654397,4,1,1,0,Medium
1.1849603318282522,0.051229162636012,-0.7830138865536933,4,1,1,0,High
1.1849603318282522,-0.5378948844295627,-1.2454582662654397,4,1,1,0,Low
0.9497306794086035,0.29669751558000146,-0.3626099049975603,4,0,1,0,High
-1.637795497207534,-0.7146320985492352,1.066763632293292,1,1,1,4,Low
1.420189984247901,0.6403532097015867,-1.2193932194089594,4,1,1,0,High
0.9497306794086035,0.031591694400492844,-0.06832711790826718,1,0,1,0,High
0.9497306794086035,0.7974529555857399,-0.11036751606388048,1,0,1,0,High
0.008812069730008075,-0.36115767030989027,-0.42567050223098024,4,1,1,0,Medium
-1.637795497207534,-0.7028515813547471,0.646359650737159,1,1,1,2,Low
1.1849603318282522,-0.22369539266125618,-0.89862498148163,4,1,1,0,Medium
-2.5787141068861295,-0.8030007056090713,0.646359650737159,4,1,1,2,Low
0.9497306794086035,0.4145223249931164,0.057794076558572736,1,0,1,0,High
-0.9321065399485873,-0.3415202020743711,-0.40465030315317363,4,1,1,0,Medium
0.9497306794086035,0.40470359087535684,-0.5307714976200135,1,0,1,0,High
0.9497306794086035,1.03310257441197,-0.1944483123751071,1,1,1,2,High
-2.5787141068861295,-0.7342695667847543,1.066763632293292,1,1,1,0,Low
-0.6968768875289385,-0.6164447573716393,1.2769656230713586,1,1,1,0,Low
0.9497306794086035,-0.04695817854158378,0.015753678402959433,1,1,1,0,Medium
0.24404172214965691,0.24760384499120355,-1.035256275487373,4,1,1,0,High
-0.9321065399485873,-0.577169820900601,-0.1944483123751071,1,1,1,2,Low
-0.6968768875289385,-0.694994630313716,0.4361576599590925,4,1,1,2,Low
-1.637795497207534,-0.6753571620781967,0.22595566918102594,4,1,1,4,Low
-0.4616472351092896,-0.6164447573716393,1.802470600016525,4,1,1,0,Low
1.420189984247901,0.7581780191147016,-0.7199532893202734,1,1,1,0,High
1.1849603318282522,0.34579118616879934,-1.035256275487373,4,1,1,2,High
-0.6968768875289385,-0.7342695667847543,0.22595566918102594,4,1,1,2,Low
0.9497306794086035,-0.3768676448983056,-1.035256275487373,4,1,1,0,Medium
-0.9321065399485873,-0.3415202020743711,-0.40465030315317363,4,1,1,0,Medium
-0.6968768875289385,-0.4004326067809286,0.8565616415152255,4,1,1,2,Medium
0.008812069730008075,0.14941650381360777,-0.8460744837871133,1,1,1,0,High
0.008812069730008075,-0.04695817854158378,1.066763632293292,1,1,1,0,Medium
-0.4616472351092896,-0.0862331150126221,0.015753678402959433,1,1,1,2,Medium
0.008812069730008075,-0.24333286089677536,-0.6148522939312401,4,1,1,0,Medium
0.9497306794086035,-0.24333286089677536,-1.035256275487373,4,1,1,0,Medium
0.008812069730008075,-0.47898444346982877,-0.40465030315317363,4,1,1,2,Low
0.008812069730008075,-0.7146320985492352,-0.40465030315317363,4,1,1,0,Low
-0.22641758268964077,-0.15496425383693915,-0.42567050223098024,4,1,1,2,Medium
-0.4616472351092896,0.34579118616879934,0.015753678402959433,1,1,0,2,High
-0.4616472351092896,-0.24333286089677536,0.4361576599590925,1,1,1,2,Medium
1.1849603318282522,-0.22369539266125618,-1.3715794607322795,4,1,1,0,Medium
0.4792713745693058,0.6403532097015867,-1.1403572708764065,1,1,1,0,High
1.1849603318282522,-0.47898444346982877,-0.8250542847093066,4,1,1,0,Low
0.24404172214965691,-0.3120639997210924,-0.5938320948534335,4,0,1,0,Medium
-0.22641758268964077,-0.6851758961959564,-0.86709468286492,4,1,1,0,Low
1.420189984247901,0.44397852734639515,-1.1193370717985998,4,1,1,0,High
0.4792713745693058,-0.6164447573716393,0.015753678402959433,4,1,1,0,Low
0.9497306794086035,0.11014156734256947,-1.2279694606327045,4,0,1,0,High
1.1849603318282522,0.2947337687564495,-1.1470627143822267,1,0,1,0,High
-0.9321065399485873,-0.4397075432519669,-0.40465030315317363,4,1,1,0,Low
0.7145010269889546,0.21814764263792483,-0.38363010407536696,1,0,1,0,High
0.4792713745693058,0.051229162636012,-0.9301552800983399,4,1,1,0,High
0.24404172214965691,-0.24333286089677536,-0.8250542847093066,4,1,1,0,Medium
0.24404172214965691,0.041410428518252426,0.22595566918102594,1,0,1,0,High
0.9497306794086035,0.051229162636012,-0.40465030315317363,4,1,1,0,High
0.008812069730008075,-0.25315159501453494,-0.5307714976200135,4,0,1,0,Medium
0.4792713745693058,0.051229162636012,-1.2454582662654397,4,1,1,0,High
1.420189984247901,-0.09605184913038167,-1.0436643551184959,4,1,1,0,Medium
-1.8730251496271828,-0.7735445032557926,-0.6148522939312401,4,1,1,2,Low
-0.4616472351092896,-0.7224870858434428,-0.40465030315317363,1,1,1,0,Low
-0.9321065399485873,-0.577169820900601,-0.4733863541376014,4,1,1,0,Low
0.4792713745693058,-0.4397075432519669,-0.6148522939312401,4,1,1,2,Low
-0.4616472351092896,-0.24333286089677536,0.22595566918102594,1,1,1,0,Medium
-2.5787141068861295,-0.8128194397268309,0.22595566918102594,4,1,1,2,Low
1.1849603318282522,0.8367278920567782,-0.9511754791761465,1,1,1,0,High
0.9497306794086035,0.44397852734639515,-1.0106626425663394,1,0,1,0,High
0.9497306794086035,1.03310257441197,-0.6148522939312401,1,1,1,0,High
-1.402565844787885,-0.6164447573716393,1.066763632293292,1,1,1,4,Low
-0.22641758268964077,0.1003228332248099,1.487167613849425,4,1,0,0,High
1.420189984247901,0.6403532097015867,-0.8250542847093066,1,1,1,0,High
0.9497306794086035,0.44397852734639515,0.4074650882178864,1,0,1,0,High
1.1849603318282522,0.6403532097015867,-0.9301552800983399,1,1,1,0,High
0.9497306794086035,0.19851017440240568,-1.035256275487373,4,1,1,2,High
-0.22641758268964077,-0.24333286089677536,0.8565616415152255,1,1,1,2,Medium
-1.1673361923682362,-0.4397075432519669,1.066763632293292,1,1,1,4,Low
-0.4616472351092896,0.24760384499120355,1.6905170197281267,1,0,1,2,High
-1.402565844787885,-0.20405792442573703,0.646359650737159,1,1,1,4,Medium
-1.637795497207534,-0.7735445032557926,1.066763632293292,4,1,1,4,Low
-2.3434844544664806,-0.8324569079623501,1.066763632293292,1,1,1,2,Low
1.1849603318282522,0.8367278920567782,-0.9301552800983399,1,1,1,0,High
0.24404172214965691,-0.3415202020743711,-0.7199532893202734,4,1,1,2,Medium
-2.5787141068861295,-0.6851758961959564,-0.6148522939312401,4,1,1,0,Low
0.4792713745693058,0.031591694400492844,-0.1944483123751071,1,1,1,2,High
-0.22641758268964077,-0.3415202020743711,-0.40465030315317363,1,1,1,2,Medium
0.008812069730008075,-0.8226381738445905,-0.9301552800983399,4,1,1,1,Low
0.7145010269889546,-0.24333286089677536,-0.9301552800983399,4,1,1,0,Medium
1.420189984247901,0.5519846026417505,-1.287498664421053,1,1,1,0,High
0.9497306794086035,0.48325346381743345,-0.1944483123751071,1,1,1,0,High
1.1849603318282522,1.2294772567671615,-1.035256275487373,1,1,1,0,High
0.008812069730008075,-0.14514551971917958,0.646359650737159,4,1,1,0,Medium
0.4792713745693058,-0.24333286089677536,0.015753678402959433,1,1,1,2,Medium
-0.22641758268964077,-0.6184085041951912,-0.026286719752653873,1,0,1,0,Low
0.9497306794086035,0.14941650381360777,-0.6568926920868534,4,0,1,0,High
0.008812069730008075,-0.2727890632500541,0.22595566918102594,1,0,1,0,Medium
0.24404172214965691,-0.5673510867828414,0.057794076558572736,0,0,1,0,Low
-0.22641758268964077,-0.47898444346982877,0.12085467379199269,0,0,1,0,Low
0.24404172214965691,-0.4888012138407648,-0.5517916966978201,4,0,1,0,Low
-1.402565844787885,-0.4397075432519669,1.066763632293292,4,1,1,2,Low
0.4792713745693058,-0.14514551971917958,0.646359650737159,1,1,1,0,Medium
0.24404172214965691,-0.007683242070545469,1.970632192638978,1,1,1,0,High
1.1849603318282522,-0.3415202020743711,-0.9301552800983399,4,1,0,0,Medium
-0.4616472351092896,-0.645900959724918,-0.9301552800983399,4,1,1,0,Low
-1.402565844787885,-0.7342695667847543,0.4361576599590925,4,1,1,2,Low
0.24404172214965691,0.051229162636012,0.015753678402959433,1,1,1,2,High
-0.6968768875289385,-0.6753571620781967,0.6043192525815457,0,1,1,2,Low
-0.6968768875289385,-0.4593450114874861,0.2664195524058038,1,1,1,0,Low
0.008812069730008075,-0.6360822256071584,0.22595566918102594,1,1,1,2,Low
0.9497306794086035,-0.4004326067809286,-0.6148522939312401,4,1,1,0,Medium
0.24404172214965691,-0.14514551971917958,0.4361576599590925,1,1,1,0,Medium
-0.22641758268964077,-0.5378948844295627,-0.48873109946440024,4,1,1,0,Low
-0.22641758268964077,0.14941650381360777,0.22595566918102594,1,1,1,0,High
1.1849603318282522,-0.29242653148557324,-0.7199532893202734,4,1,1,0,Medium
0.9497306794086035,0.7581780191147016,0.2696776832628638,1,1,0,0,High
-0.9321065399485873,-0.6851758961959564,0.015753678402959433,4,1,1,0,Low
-0.6968768875289385,-0.3415202020743711,1.066763632293292,1,1,1,4,Medium
-1.402565844787885,-0.5575323526650818,-0.1944483123751071,4,1,1,4,Low
0.008812069730008075,-0.14514551971917958,0.8565616415152255,1,1,1,0,Medium
-0.4616472351092896,-0.4200700750164478,0.583299053503739,1,1,1,2,Medium
0.9497306794086035,-0.14514551971917958,-0.8250542847093066,4,1,1,0,Medium
-0.6968768875289385,-0.4397075432519669,-0.6148522939312401,4,1,1,0,Low
1.420189984247901,0.24760384499120355,-1.2454582662654397,4,1,1,0,High
-0.6968768875289385,-0.5869885550183606,-0.3616219556409034,4,1,1,0,Low
1.420189984247901,-0.24333286089677536,-1.1403572708764065,4,1,0,2,Medium
1.1849603318282522,0.6403532097015867,-0.40465030315317363,1,1,1,0,High
-0.4616472351092896,-0.4397075432519669,0.015753678402959433,4,1,1,2,Low
1.420189984247901,0.24760384499120355,-1.2454582662654397,4,1,1,0,High
0.9497306794086035,0.24760384499120355,0.4361576599590925,1,1,1,0,High
0.7145010269889546,-0.6753571620781967,-0.6148522939312401,4,1,1,0,Low
-1.637795497207534,-0.7539070350202735,-0.15221873242779352,4,1,1,2,Low
0.9497306794086035,0.23778511087344398,-0.759891667568106,4,1,1,2,High
0.24404172214965691,-0.5575323526650818,-0.6148522939312401,4,1,1,2,Low
-1.402565844787885,-0.7440883009025139,0.22595566918102594,4,1,1,0,Low
0.7145010269889546,1.03310257441197,0.015753678402959433,1,1,1,0,High
-0.6968768875289385,-0.14514551971917958,-0.40465030315317363,1,1,1,0,Medium
0.4792713745693058,-0.3120639997210924,-0.5097512985422069,4,1,1,2,Medium
0.24404172214965691,1.03310257441197,0.8565616415152255,1,1,1,0,High
0.24404172214965691,0.051229162636012,-0.42567050223098024,1,1,1,0,High
0.9497306794086035,0.051229162636012,1.907571595405558,1,1,1,0,High
-1.402565844787885,-0.7244508326669947,-0.1944483123751071,4,1,1,2,Low
-1.1673361923682362,-0.14514551971917958,0.8565616415152255,1,1,1,4,Medium
-2.1082548020468317,-0.7735445032557926,-0.1944483123751071,4,1,1,4,Low
0.7145010269889546,-0.3415202020743711,-0.8250542847093066,4,1,1,0,Medium
0.9497306794086035,-0.12551001523048397,-0.6148522939312401,1,1,1,0,Medium
-0.9321065399485873,-0.4397075432519669,0.015753678402959433,4,1,1,0,Low
-0.6968768875289385,-0.4397075432519669,1.066763632293292,1,1,1,2,Low
-0.22641758268964077,-0.508438682076284,0.22595566918102594,1,1,1,4,Low
1.1849603318282522,0.00213549204721411,-1.035256275487373,4,1,1,0,High
1.1849603318282522,0.00213549204721411,-0.9932158773317599,4,1,1,0,High
-1.1673361923682362,-0.7833632373735522,-0.7199532893202734,4,1,1,2,Low
0.008812069730008075,-0.5378948844295627,1.066763632293292,1,1,1,2,Low
1.420189984247901,0.19851017440240568,-1.287498664421053,4,1,1,0,High
-0.4616472351092896,-0.6360822256071584,-0.6148522939312401,1,1,1,2,Low
